#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 FORCE AND MOMENT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide this file for steady-state or time-averaged force and moment coefficients
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     EXAMPLE: 007.02
#
# 
#       NOMENCLATURE:
#         GRID_LEVEL:   Level of grid refinement (1-6)
#          GRID_SIZE:   Number of grid nodes or cells
#         CONTINUITY:   Residual of continuity equation (to 16 decimal points)
#          MOMENTUMX:   Residual of x momentum equation (to 16 decimal points)
#          MOMENTUMY:   Residual of y momentum equation (to 16 decimal points)
#          MOMENTUMZ:   Residual of z momentum equation (to 16 decimal points)
#             ENERGY:   Residual of x energy equation (to 16 decimal points)
#              TURB1:   Residual of the first turbulence model equation (to 16 decimal points)
#              TURB2:   Residual of the second turbulence model equation (to 16 decimal points)
#                 CL:   Coefficient of Lift            (total) (L/(0.5*rho_inf*U_inf^2*A)  )              Provided to eight decimal points
#                 CD:   Coefficient of Drag            (total) (D/(0.5*rho_inf*U_inf^2*A)  )              Provided to nine  decimal points
#                 CM:   Coefficient of Pitching Moment (total) (M/(0.5*rho_inf*U_inf^2*A*c)) (+ nose-up)  Provided to eight decimal points
#
#      OPTIONAL DATA:   Enter -999 for any optional data you are not submitting
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "003.05"


# Column     1            2             3            4             5            6            7            8         9        10       11        12        13
VARIABLES = "ITERATION"  "GRID_LEVEL"  "GRID_SIZE"  "CONTINUITY"  "MOMENTUMX"  "MOMENTUMY"  "MOMENTUMZ"  "ENERGY"  "TURB1"  "TURB2"  "CL_TOT"  "CD_TOT"  "CM_TOT"

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "003.05"
DATASETAUXDATA SubmissionDate  = "July 14, 2025"
DATASETAUXDATA Name            = "Ben Rider"
DATASETAUXDATA Email           = "ben.j.rider2@boeing.com"
DATASETAUXDATA Institution     = "The Boeing Company - BCA"
DATASETAUXDATA SolverName      = "FELight"
DATASETAUXDATA BasicAlgorithm  = "RANS"
DATASETAUXDATA TurbulenceModel = "SA-neg"
DATASETAUXDATA GridId          = "Helden_Unstructured_REV02"
DATASETAUXDATA Notes           = ""
DATASETAUXDATA Discretization  = "Finite element"
DATASETAUXDATA Order           = ""
DATASETAUXDATA DistanceCalc    = ""
DATASETAUXDATA Notes           = ""


#-------------------------------------------------------------------------------
#  REQUIRED:  RESIDUAL DATA
#-------------------------------------------------------------------------------
ZONE T="003.05 - Alpha 1.50 - Grid Level 1"
AUXDATA Tstatic         = "487.8 R"
AUXDATA GridFileName    = "ONERA-OAT15A_HeldenMesh_Unstructured_REV02_Level-1"
             0        1       1170 1.00000000E+00 1.00000000E+00 1.00000000E+00 0.00000000E+00 1.00000000E+00 1.00000000E+00 0.00000000E+00	  0.000000000000   0.000000000000   0.000000000000
             1        1       1170 3.45792800E-01 1.28233200E-01 1.97704700E-01 0.00000000E+00 6.49055600E-01 2.98049100E-05 0.00000000E+00	  0.000138399529   0.015904144751   0.000020976186
             2        1       1170 3.45792800E-01 1.28233200E-01 1.97704700E-01 0.00000000E+00 6.49055600E-01 2.98049100E-05 0.00000000E+00	  0.000138399529   0.015904144751   0.000020976186
             3        1       1170 2.01126000E-01 1.58908800E-01 8.23822800E-02 0.00000000E+00 4.53626800E-01 3.71113500E-05 0.00000000E+00	  0.031553437947   0.063081515402   0.018030753519
             4        1       1170 1.72882500E-01 1.43861100E-01 7.64223600E-02 0.00000000E+00 4.23819400E-01 3.34244800E-05 0.00000000E+00	  0.060063994595   0.107145894011   0.034544510057
             5        1       1170 1.51242900E-01 1.24508300E-01 1.02984400E-01 0.00000000E+00 3.85360800E-01 2.86182000E-05 0.00000000E+00	  0.088008621659   0.151471956181   0.050392963179
             6        1       1170 1.37907400E-01 1.15865800E-01 1.24528800E-01 0.00000000E+00 3.46114500E-01 2.59503800E-05 0.00000000E+00	  0.112658933523   0.186770820643   0.064445951252
             7        1       1170 1.47164000E-01 1.14981500E-01 1.33382900E-01 0.00000000E+00 3.40699100E-01 3.56907400E-05 0.00000000E+00	  0.134523370921   0.197897154569   0.076449468751
             8        1       1170 1.61016400E-01 1.03232900E-01 1.31859100E-01 0.00000000E+00 3.48056400E-01 5.08666000E-05 0.00000000E+00	  0.163155479260   0.179005321544   0.089904985020
             9        1       1170 1.76479300E-01 1.04319100E-01 1.35045200E-01 0.00000000E+00 3.68427000E-01 6.08947500E-05 0.00000000E+00	  0.200783265967   0.150536221909   0.106264749917
            10        1       1170 1.72153900E-01 1.02064900E-01 1.27201400E-01 0.00000000E+00 3.49081000E-01 6.29609200E-05 0.00000000E+00	  0.257238661291   0.115922671188   0.128023548403
            11        1       1170 1.31572900E-01 8.64894100E-02 9.20697200E-02 0.00000000E+00 2.73959300E-01 6.66163200E-05 0.00000000E+00	  0.329277210103   0.086175739379   0.147951374139
            12        1       1170 7.58485400E-02 8.35929000E-02 4.91781400E-02 0.00000000E+00 1.71782300E-01 8.37064700E-05 0.00000000E+00	  0.413980747536   0.063007373520   0.158767325299
            13        1       1170 4.60137200E-02 3.29999000E-02 3.42595400E-02 0.00000000E+00 9.38531400E-02 4.24322000E-05 0.00000000E+00	  0.499146741665   0.047537385388   0.157563719748
            14        1       1170 2.06847100E-02 1.99443800E-02 1.56750200E-02 0.00000000E+00 4.43709100E-02 8.99218800E-05 0.00000000E+00	  0.561538161962   0.042794883030   0.149821481830
            15        1       1170 8.01320700E-03 1.19804600E-02 5.62846400E-03 0.00000000E+00 2.10639900E-02 6.54052300E-04 0.00000000E+00	  0.588979542761   0.042413095169   0.144256557177
            16        1       1170 9.28793800E-03 8.51711900E-03 6.07595200E-03 0.00000000E+00 2.53873200E-02 1.81371900E-04 0.00000000E+00	  0.596892382926   0.040308470811   0.139930093565
            17        1       1170 1.39175000E-02 1.19636600E-02 8.77424800E-03 0.00000000E+00 3.82175700E-02 2.32627300E-04 0.00000000E+00	  0.608891687353   0.037108248875   0.137124609989
            18        1       1170 1.30166400E-02 9.97203200E-03 7.81015100E-03 0.00000000E+00 3.55079700E-02 2.66479400E-04 0.00000000E+00	  0.636748829187   0.032884017223   0.136157173219
            19        1       1170 7.99958000E-03 5.49585800E-03 4.56999700E-03 0.00000000E+00 2.16315000E-02 2.02357500E-04 0.00000000E+00	  0.669003035257   0.028900129399   0.135325624019
            20        1       1170 1.30189600E-03 1.10633100E-03 7.30725400E-04 0.00000000E+00 3.03956300E-03 2.34289400E-05 0.00000000E+00	  0.699586376277   0.026485973866   0.135958352499
            21        1       1170 3.15815400E-04 3.34766200E-04 1.83316100E-04 0.00000000E+00 7.56791200E-04 1.44452700E-05 0.00000000E+00	  0.716211384164   0.026589582576   0.138330952021
