#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 FORCE AND MOMENT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide this file for steady-state or time-averaged force and moment coefficients
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     EXAMPLE: 007.02
#
# 
#       NOMENCLATURE:
#         GRID_LEVEL:   Level of grid refinement (1-6)
#          GRID_SIZE:   Number of grid nodes or cells
#         CONTINUITY:   Residual of continuity equation (to 16 decimal points)
#          MOMENTUMX:   Residual of x momentum equation (to 16 decimal points)
#          MOMENTUMY:   Residual of y momentum equation (to 16 decimal points)
#          MOMENTUMZ:   Residual of z momentum equation (to 16 decimal points)
#             ENERGY:   Residual of x energy equation (to 16 decimal points)
#              TURB1:   Residual of the first turbulence model equation (to 16 decimal points)
#              TURB2:   Residual of the second turbulence model equation (to 16 decimal points)
#                 CL:   Coefficient of Lift            (total) (L/(0.5*rho_inf*U_inf^2*A)  )              Provided to eight decimal points
#                 CD:   Coefficient of Drag            (total) (D/(0.5*rho_inf*U_inf^2*A)  )              Provided to nine  decimal points
#                 CM:   Coefficient of Pitching Moment (total) (M/(0.5*rho_inf*U_inf^2*A*c)) (+ nose-up)  Provided to eight decimal points
#
#      OPTIONAL DATA:   Enter -999 for any optional data you are not submitting
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "040.02"


# Column     1            2             3            4             5            6            7            8         9       10       11        12        13
VARIABLES = "ITERATION"  "GRID_LEVEL"  "GRID_SIZE"  "CONTINUITY"  "MOMENTUMX"  "MOMENTUMY"  "MOMENTUMZ"  "ENERGY"  "TURB1"  "TURB2" "CL_TOT"  "CD_TOT"  "CM_TOT"

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "040"
DATASETAUXDATA SubmissionDate  = "31/05/2026"
DATASETAUXDATA Name            = "Paul Canoville"
DATASETAUXDATA Email           = "paul.canoville@qinetiq.com"
DATASETAUXDATA Institution     = "QinetiQ"
DATASETAUXDATA SolverName      = "Density Based (Version 2025 R2)"
DATASETAUXDATA BasicAlgorithm  = "RANS"
DATASETAUXDATA TurbulenceModel = "SA"
DATASETAUXDATA GridId          = "Committee-provided - Cadence_HexTrex_VoxFF_Grids_Rev01"
DATASETAUXDATA Discretization  = "Finite Volume - Cell-centred"
DATASETAUXDATA Order           = "Second Order Upwind"
DATASETAUXDATA DistanceCalc    = "minimum Euclidean distance"
DATASETAUXDATA Notes           = ""


#-------------------------------------------------------------------------------
#  REQUIRED:  RESIDUAL DATA
#-------------------------------------------------------------------------------
ZONE T="040.02 - Alpha 0.50 - Grid Level 1"
AUXDATA Tstatic         = "322.2K"
AUXDATA GridFileName    = "W1_HexVoxel_Level_1.cgns"

20	1	7314026	2.6180892000000000E-01	1.8255152000000000E-01	4.4436875000000000E-01	3.5419639000000000E-01	2.6145997000000000E-01	1.7227305000000000E-04	-999	1.42304691E-01	5.14419567E-01	-5.67075292E-02
40	1	7314026	1.2344121000000000E-01	7.5836313000000000E-02	2.1591427000000000E-01	1.6136946000000000E-01	1.2329701000000000E-01	1.7156363000000000E-04	-999	1.45062484E-01	4.22294625E-01	-5.68615031E-02
60	1	7314026	6.3432445000000000E-02	4.0276889000000000E-02	1.1182912000000000E-01	7.9333803000000000E-02	6.3217313000000000E-02	1.7054526000000000E-04	-999	1.46433900E-01	3.73426291E-01	-5.67175411E-02
80	1	7314026	3.3893482000000000E-02	2.6345285000000000E-02	5.9826227000000000E-02	4.1324384000000000E-02	3.3693794000000000E-02	1.6908849000000000E-04	-999	1.46954710E-01	3.53889473E-01	-5.66319030E-02
100	1	7314026	1.9516579000000000E-02	1.9456081000000000E-02	3.3299556000000000E-02	2.3229656000000000E-02	1.9228280000000000E-02	1.6712509000000000E-04	-999	1.47231932E-01	3.43120730E-01	-5.65976986E-02
120	1	7314026	1.3090350000000000E-02	1.5559522000000000E-02	2.0016884000000000E-02	1.4700615000000000E-02	1.2756280000000000E-02	1.6465145000000000E-04	-999	1.47429504E-01	3.34667291E-01	-5.65568267E-02
140	1	7314026	1.2451138000000000E-02	1.2520255000000000E-02	1.3163819000000000E-02	1.0011105000000000E-02	1.1940161000000000E-02	2.2127797000000000E-04	-999	1.47588648E-01	3.24482473E-01	-5.64582108E-02
160	1	7314026	2.0599524000000000E-02	1.0656984000000000E-02	1.4352291000000000E-02	9.4595513000000000E-03	2.0227340000000000E-02	2.8269339000000000E-04	-999	1.47629158E-01	3.12222131E-01	-5.61918700E-02
180	1	7314026	2.7330432000000000E-02	9.9873098000000000E-03	1.7669609000000000E-02	1.3088662000000000E-02	3.1131142000000000E-02	3.5040873000000000E-04	-999	1.47484808E-01	2.92493082E-01	-5.51448848E-02
200	1	7314026	4.0531694000000000E-02	1.0102862000000000E-02	1.9251895000000000E-02	1.6488168000000000E-02	4.6376049000000000E-02	4.0187589000000000E-04	-999	1.48769017E-01	2.54294542E-01	-5.24760908E-02
220	1	7314026	5.0367365000000000E-02	9.4091229000000000E-03	1.3686499000000000E-02	1.4836167000000000E-02	5.6033437000000000E-02	3.6966986000000000E-04	-999	1.60927979E-01	1.95045644E-01	-5.31509703E-02
240	1	7314026	4.3723011000000000E-02	6.3246348000000000E-03	6.9476610000000000E-03	8.1554867000000000E-03	4.6692647000000000E-02	2.5145979000000000E-04	-999	1.90267638E-01	1.27006144E-01	-6.29345201E-02
260	1	7314026	2.3432467000000000E-02	4.7660138000000000E-03	2.9922614000000000E-03	3.7894429000000000E-03	2.3603745000000000E-02	1.2421288000000000E-04	-999	2.16572488E-01	8.65805360E-02	-7.78722371E-02
280	1	7314026	1.1902227000000000E-02	3.4633337000000000E-03	3.7977677000000000E-03	3.1081677000000000E-03	1.2065509000000000E-02	2.8070624000000000E-05	-999	2.11011152E-01	8.53282770E-02	-7.83945544E-02
300	1	7314026	7.9458466000000000E-03	2.1712165000000000E-03	2.4666390000000000E-03	1.8588337000000000E-03	7.9898450000000000E-03	2.5418380000000000E-06	-999	1.95991705E-01	1.05197424E-01	-8.06942414E-02
320	1	7314026	9.1625243000000000E-03	1.4634813000000000E-03	1.6430471000000000E-03	1.4577182000000000E-03	9.1531772000000000E-03	4.4072155000000000E-07	-999	3.13473167E-01	6.91755181E-02	-1.31793641E-01
340	1	7314026	6.0374245000000000E-03	1.0660057000000000E-03	2.8423930000000000E-03	1.4746801000000000E-03	6.1366032000000000E-03	3.6338286000000000E-07	-999	3.80099686E-01	5.76395708E-02	-1.30604571E-01
360	1	7314026	4.1423003000000000E-03	7.8399862000000000E-04	8.2314265000000000E-04	5.1145546000000000E-04	4.1849017000000000E-03	4.0831816000000000E-07	-999	4.50496275E-01	4.47746985E-02	-1.26776082E-01
380	1	7314026	2.5958906000000000E-03	6.1244048000000000E-04	4.4594837000000000E-04	3.1321107000000000E-04	2.5990803000000000E-03	6.2898101000000000E-07	-999	4.97743087E-01	3.46380946E-02	-1.17350118E-01
