#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 SECTIONAL CUT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide this file for steady-state or time-averaged sectional cuts
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX  THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     K.KK ALPHA: Angle of attack for the solution
#                     L    GRID LEVEL: 1, 2, 3, 4, 5, or 6
#                     EXAMPLE: 007.02 - ALPHA 2.50 - GRID 3 - WING SECTION  1
#
# 
#       NOMENCLATURE:
#                  X:   X coordinate
#                  Y:   Y coordinate
#                  Z:   Z coordinate
#                X/C:   Chord Fraction = (X - X_LE)/CHORD
#                 CP:   Coefficient of pressure
#                 CF:   Skin-friction coefficient at wall [tauw/(freestream dynamic pressure)]
#        CFX,CFY,CFZ:   Components of skin-friction coefficient at wall
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#   CONFIGURATION:      ONERA OAT15A
#                       CRMWB   (Common Research Model Wing/Body)
#                       CRMWBNP (Common Research Model Wing/Body/Nacelle/Pylon)
#
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "040.02"
# Column       1     2     3     4       5      6      7       8       9
VARIABLES =   "X"   "Y"   "Z"   "X/C"   "CP"   "CF"   "CFX"   "CFY"   "CFZ"

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "040"
DATASETAUXDATA SubmissionDate  = "05/06/2026"
DATASETAUXDATA Name            = "Paul Canoville"
DATASETAUXDATA Email           = "paul.canoville@qinetiq.com"
DATASETAUXDATA Institution     = "QinetiQ"
DATASETAUXDATA SolverName      = "Density Based (2025 R2)"
DATASETAUXDATA BasicAlgorithm  = "RANS"
DATASETAUXDATA TurbulenceModel = "SA"
DATASETAUXDATA GridId          = "ONERA-OAT15A_Cadence_Unstructured_REV02"
DATASETAUXDATA Notes           = ""



ZONE T="040.02 - ALPHA 0.50 - GRID 1 - WING SECTION  1"
AUXDATA GridLevel       = "1"
AUXDATA Mach            = "0.73"
AUXDATA Re              = "3.000000E+06"
AUXDATA Alpha           = "1.5"
AUXDATA Tstatic         = "271K"
AUXDATA CLtotal         = "0.81103797"
AUXDATA Eta             = "0"
AUXDATA Dt              = "-999"
AUXDATA CtuStart        = "-999"
AUXDATA CtuAvg          = "0.000958"
AUXDATA GridFileName    = "ONERA-OAT15A_Cadence_Unstructured_REV02_Level-1.cgns"
           

4.18523000E-06	0.00000000E+00	1.14927000E-04	0.00000000E+00	1.03802000E+00	3.78429000E-03	1.37752131E-04	4.49362301E-26	3.78178710E-03
4.58541000E-06	0.00000000E+00	-1.14911000E-04	1.73994470E-06	1.08141000E+00	2.94898000E-03	-1.17616575E-04	7.53854112E-26	2.94663155E-03
2.10811000E-05	0.00000000E+00	3.49937000E-04	7.34616411E-05	9.86248000E-01	4.50796000E-03	4.74615812E-04	3.54393182E-26	4.48289989E-03
2.44273000E-05	0.00000000E+00	-3.49595000E-04	8.80106015E-05	1.11371000E+00	1.97327000E-03	-2.49409341E-04	8.11135009E-26	1.95744789E-03
5.51117000E-05	0.00000000E+00	5.95006000E-04	2.21423464E-04	9.25927000E-01	5.15101000E-03	8.66301171E-04	1.80950244E-26	5.07764082E-03
6.80222000E-05	0.00000000E+00	-5.92930000E-04	2.77557094E-04	1.13428000E+00	6.80379000E-04	-1.52140542E-04	2.88447481E-26	6.63152198E-04
1.06477000E-04	0.00000000E+00	8.49688000E-04	4.44754919E-04	8.57621000E-01	5.71131000E-03	1.28913215E-03	-1.73339070E-26	5.56391756E-03
1.39800000E-04	0.00000000E+00	-8.42302000E-04	5.89640164E-04	1.13688000E+00	2.92951000E-04	9.56379127E-05	3.93598334E-27	-2.76899763E-04
1.75512000E-04	0.00000000E+00	1.11362000E-03	7.44912555E-04	7.81589000E-01	6.24520000E-03	1.74222700E-03	-3.02488792E-26	5.99725122E-03
2.42867000E-04	0.00000000E+00	-1.09451000E-03	1.03776571E-03	1.11884000E+00	1.68224000E-03	7.17929787E-04	4.24762639E-26	-1.52135312E-03
2.62891000E-04	0.00000000E+00	1.38643000E-03	1.12482816E-03	6.97695000E-01	6.76363000E-03	2.23013649E-03	-2.65782090E-26	6.38537590E-03
3.69613000E-04	0.00000000E+00	1.66764000E-03	1.58884530E-03	6.05961000E-01	7.25248000E-03	2.74545907E-03	-9.00103289E-27	6.71274869E-03
3.78456000E-04	0.00000000E+00	-1.34645000E-03	1.62729383E-03	1.08463000E+00	2.74977000E-03	1.42372788E-03	2.21217620E-26	-2.35249590E-03
4.96892000E-04	0.00000000E+00	1.95668000E-03	2.14224233E-03	5.06537000E-01	7.72899000E-03	3.29353013E-03	-2.67793329E-26	6.99214765E-03
5.46197000E-04	0.00000000E+00	-1.59576000E-03	2.35661580E-03	1.03716000E+00	3.53023000E-03	2.10307684E-03	3.27001772E-26	-2.83542120E-03
6.46183000E-04	0.00000000E+00	2.25278000E-03	2.79134545E-03	3.99837000E-01	8.17384000E-03	3.86562920E-03	-3.14596204E-26	7.20197709E-03
7.44760000E-04	0.00000000E+00	-1.84108000E-03	3.21994890E-03	9.83373000E-01	3.99944000E-03	2.63990544E-03	3.30565062E-26	-3.00440190E-03
8.19077000E-04	0.00000000E+00	2.55499000E-03	3.54307217E-03	2.86800000E-01	8.57002000E-03	4.44635908E-03	-5.70918409E-26	7.32632046E-03
9.72506000E-04	0.00000000E+00	-2.08192000E-03	4.21016692E-03	9.28086000E-01	4.24360000E-03	3.02169713E-03	4.75972082E-26	-2.97951081E-03
1.01722000E-03	0.00000000E+00	2.86222000E-03	4.40457915E-03	1.68787000E-01	8.92227000E-03	5.02996589E-03	-4.69112273E-26	7.36928767E-03
1.22792000E-03	0.00000000E+00	-2.31846000E-03	5.32068278E-03	8.74310000E-01	4.33800000E-03	3.26965157E-03	3.80902457E-26	-2.85089687E-03
1.24228000E-03	0.00000000E+00	3.17317000E-03	5.38311869E-03	4.77826000E-02	9.20048000E-03	5.58924953E-03	-2.62834539E-26	7.30816214E-03
1.49586000E-03	0.00000000E+00	3.48645000E-03	6.48566050E-03	-7.34447000E-02	9.37685000E-03	6.08968677E-03	-3.22484984E-26	7.13031525E-03
1.50979000E-03	0.00000000E+00	-2.55125000E-03	6.54622682E-03	8.23461000E-01	4.34781000E-03	3.42202451E-03	4.93924903E-26	-2.68201331E-03
1.77935000E-03	0.00000000E+00	3.80066000E-03	7.71824814E-03	-1.92372000E-01	9.45947000E-03	6.51700502E-03	-2.90123949E-26	6.85640862E-03
1.81730000E-03	0.00000000E+00	-2.78105000E-03	7.88325114E-03	7.76014000E-01	4.31932000E-03	3.51599193E-03	4.15687217E-26	-2.50885545E-03
2.09392000E-03	0.00000000E+00	4.11452000E-03	9.08596868E-03	-3.06612000E-01	9.44745000E-03	6.85472730E-03	-3.67439522E-26	6.50135001E-03
2.15004000E-03	0.00000000E+00	-3.00863000E-03	9.32997312E-03	7.31833000E-01	4.26726000E-03	3.56739192E-03	3.96725600E-26	-2.34163454E-03
2.44051000E-03	0.00000000E+00	4.42690000E-03	1.05929091E-02	-4.14150000E-01	9.36466000E-03	7.10651516E-03	-7.14701642E-26	6.09872856E-03
2.50787000E-03	0.00000000E+00	-3.23478000E-03	1.08857840E-02	6.90792000E-01	4.20859000E-03	3.59414742E-03	4.88641805E-26	-2.18960533E-03
2.81993000E-03	0.00000000E+00	4.73687000E-03	1.22425913E-02	-5.13439000E-01	9.23648000E-03	7.28623019E-03	-3.35730841E-26	5.67660374E-03
2.89090000E-03	0.00000000E+00	-3.46028000E-03	1.25511622E-02	6.52584000E-01	4.15280000E-03	3.60871891E-03	3.96785380E-26	-2.05496478E-03
3.23286000E-03	0.00000000E+00	5.04371000E-03	1.40379718E-02	-6.03833000E-01	9.07567000E-03	7.40093396E-03	-9.38452459E-26	5.25302176E-03
