#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 FORCE AND MOMENT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide this file for steady-state or time-averaged force and moment coefficients
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     EXAMPLE: 007.02
#
#
#       NOMENCLATURE:
#         GRID_LEVEL:   Level of grid refinement (1-6)
#          GRID_SIZE:   Number of grid nodes or cells
#         CONTINUITY:   Residual of continuity equation (to 16 decimal points)
#          MOMENTUMX:   Residual of x momentum equation (to 16 decimal points)
#          MOMENTUMY:   Residual of y momentum equation (to 16 decimal points)
#          MOMENTUMZ:   Residual of z momentum equation (to 16 decimal points)
#             ENERGY:   Residual of x energy equation (to 16 decimal points)
#              TURB1:   Residual of the first turbulence model equation (to 16 decimal points)
#              TURB2:   Residual of the second turbulence model equation (to 16 decimal points)
#                 CL:   Coefficient of Lift            (total) (L/(0.5*rho_inf*U_inf^2*A)  )              Provided to eight decimal points
#                 CD:   Coefficient of Drag            (total) (D/(0.5*rho_inf*U_inf^2*A)  )              Provided to nine  decimal points
#                 CM:   Coefficient of Pitching Moment (total) (M/(0.5*rho_inf*U_inf^2*A*c)) (+ nose-up)  Provided to eight decimal points
#
#      OPTIONAL DATA:   Enter -999 for any optional data you are not submitting
#
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "012.06"

# Column     1            2             3            4             5            6            7            8         9       10       11        12        13
VARIABLES = "ITERATION"  "GRID_LEVEL"  "GRID_SIZE"  "CONTINUITY"  "MOMENTUMX"  "MOMENTUMY"  "MOMENTUMZ"  "ENERGY"  "TURB1"  "CL_TOT"  "CD_TOT"  "CM_TOT"

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "012"
DATASETAUXDATA SubmissionDate  = "2025-06-16"
DATASETAUXDATA Name            = "Steven Massey"
DATASETAUXDATA Email           = "Steven.J.Massey@nasa.gov"
DATASETAUXDATA Institution     = "NASA Langley Research Center - Aeroelasticity Branch"
DATASETAUXDATA SolverName      = "FUN3D 14.1"
DATASETAUXDATA BasicAlgorithm  = "RANS"
DATASETAUXDATA TurbulenceModel = "SA-NEG"
DATASETAUXDATA GridId          = "ref_source adapted"
DATASETAUXDATA Discretization  = "Stabilized Finite Element"
DATASETAUXDATA Order           = "2"
DATASETAUXDATA DistanceCalc    = "exhaustive search"
DATASETAUXDATA Notes           = ""


#-------------------------------------------------------------------------------
#  REQUIRED:  RESIDUAL DATA
#-------------------------------------------------------------------------------

ZONE T="012.06 - Alpha 1.50 - Grid Level 1"
AUXDATA Tstatic         = "271.00 K"
AUXDATA GridFileName    = "ref_source_ONERA-OAT15A_rev12_L_6_A_1.50_55_grid01.lb8.ugrid"
1 1 422152 3.3442400050E-01 5.2324913950E+00 0.0000000000E+00 2.7894466590E-01 8.3853870440E-01 4.6279717210E-02 3.1985723610E-02 7.3369179470E-01 -1.6296088190E-02
2 1 422152 2.5706777440E-01 4.4795438000E+00 0.0000000000E+00 2.2187641080E-01 7.8150724240E-01 3.3485356700E-02 5.3658652630E-02 6.9061869570E-01 -2.9384789190E-02
3 1 422152 1.9964929830E-01 3.8618649200E+00 0.0000000000E+00 1.7888065310E-01 7.3540413950E-01 2.4538740450E-02 7.2290430720E-02 6.5941710000E-01 -4.0561053570E-02
4 1 422152 1.5905603480E-01 3.3454740030E+00 0.0000000000E+00 1.4692488390E-01 6.9380353200E-01 1.8261010080E-02 8.5834172490E-02 6.3726998200E-01 -4.8644461680E-02
5 1 422152 1.3582144110E-01 2.9708019420E+00 0.0000000000E+00 1.2683306510E-01 6.5742663510E-01 1.4438455800E-02 9.5695537030E-02 6.3988129500E-01 -5.4489773510E-02
6 1 422152 1.2766627540E-01 2.8768887760E+00 0.0000000000E+00 1.2210045560E-01 6.4292906640E-01 1.3454468910E-02 1.0724551970E-01 6.4289516860E-01 -6.1315641720E-02
7 1 422152 1.1838373790E-01 2.7643947120E+00 0.0000000000E+00 1.1683250280E-01 6.2545546690E-01 1.2374549380E-02 1.1879940210E-01 6.4570654120E-01 -6.8119411320E-02
8 1 422152 1.0941426410E-01 2.6477033910E+00 0.0000000000E+00 1.1177034380E-01 6.0700368350E-01 1.1358091350E-02 1.2874414070E-01 6.4795241520E-01 -7.3961083160E-02
9 1 422152 1.0221996030E-01 2.5444366080E+00 0.0000000000E+00 1.0768385700E-01 5.9056470370E-01 1.0519036940E-02 1.3733695690E-01 6.4952443920E-01 -7.8991705030E-02
10 1 422152 9.6285003110E-02 2.4504324690E+00 0.0000000000E+00 1.0413673460E-01 5.7523203570E-01 9.8134227720E-03 1.4462853650E-01 6.2488056340E-01 -8.3266487830E-02
11 1 422152 9.0681694870E-02 2.1448887220E+00 0.0000000000E+00 9.3763407350E-02 5.3517675660E-01 7.9458696560E-03 1.5050487000E-01 6.0111303530E-01 -8.6708603090E-02
12 1 422152 8.8805248090E-02 1.8748393360E+00 0.0000000000E+00 8.6212749210E-02 4.9605897270E-01 6.3504502190E-03 1.5443721930E-01 5.8134800150E-01 -8.9010567210E-02
13 1 422152 8.8669066740E-02 1.6689129820E+00 0.0000000000E+00 8.1475294390E-02 4.6283370210E-01 5.3041794520E-03 1.5781162070E-01 5.5784019440E-01 -9.0983866540E-02
14 1 422152 8.8855307400E-02 1.4470391930E+00 0.0000000000E+00 7.7185490670E-02 4.2467221460E-01 4.3467837930E-03 1.6010171080E-01 5.3030672520E-01 -9.2324391060E-02
15 1 422152 8.8639493230E-02 1.2156357380E+00 0.0000000000E+00 7.3496313410E-02 3.8205766540E-01 3.4673714990E-03 1.6263184360E-01 5.3000637080E-01 -9.3783361160E-02
16 1 422152 8.7842008570E-02 1.1840534070E+00 0.0000000000E+00 7.3080620940E-02 3.7437989800E-01 3.3468412450E-03 1.6469431230E-01 5.2960514040E-01 -9.4971249580E-02
17 1 422152 8.7248622380E-02 1.1570107560E+00 0.0000000000E+00 7.2774491370E-02 3.6789620950E-01 3.2452477700E-03 1.6637303260E-01 5.2914785890E-01 -9.5936977310E-02
18 1 422152 8.6803722150E-02 1.1339112660E+00 0.0000000000E+00 7.2546971490E-02 3.6242313160E-01 3.1595420780E-03 1.6773844100E-01 5.2866858280E-01 -9.6721567240E-02
19 1 422152 8.6467124480E-02 1.1142267100E+00 0.0000000000E+00 7.2376165930E-02 3.5780574190E-01 3.0872145810E-03 1.6884914640E-01 5.2819201140E-01 -9.7359109200E-02
20 1 422152 8.6209893690E-02 1.0974884650E+00 0.0000000000E+00 7.2246559340E-02 3.5391248830E-01 3.0261820350E-03 1.6855853520E-01 5.1645204700E-01 -9.7192812930E-02
21 1 422152 8.6087624210E-02 1.0172832240E+00 0.0000000000E+00 7.1410127480E-02 3.3749464850E-01 2.7494057050E-03 1.6789090460E-01 5.0236912730E-01 -9.6809021980E-02
