#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 FORCE AND MOMENT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide this file for steady-state or time-averaged force and moment coefficients
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     EXAMPLE: 007.02
#
#
#       NOMENCLATURE:
#         GRID_LEVEL:   Level of grid refinement (1-6)
#          GRID_SIZE:   Number of grid nodes or cells
#         CONTINUITY:   Residual of continuity equation (to 16 decimal points)
#          MOMENTUMX:   Residual of x momentum equation (to 16 decimal points)
#          MOMENTUMY:   Residual of y momentum equation (to 16 decimal points)
#          MOMENTUMZ:   Residual of z momentum equation (to 16 decimal points)
#             ENERGY:   Residual of x energy equation (to 16 decimal points)
#              TURB1:   Residual of the first turbulence model equation (to 16 decimal points)
#              TURB2:   Residual of the second turbulence model equation (to 16 decimal points)
#                 CL:   Coefficient of Lift            (total) (L/(0.5*rho_inf*U_inf^2*A)  )              Provided to eight decimal points
#                 CD:   Coefficient of Drag            (total) (D/(0.5*rho_inf*U_inf^2*A)  )              Provided to nine  decimal points
#                 CM:   Coefficient of Pitching Moment (total) (M/(0.5*rho_inf*U_inf^2*A*c)) (+ nose-up)  Provided to eight decimal points
#
#      OPTIONAL DATA:   Enter -999 for any optional data you are not submitting
#
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "012.02"

# Column     1            2             3            4             5            6            7            8         9       10       11        12        13
VARIABLES = "ITERATION"  "GRID_LEVEL"  "GRID_SIZE"  "CONTINUITY"  "MOMENTUMX"  "MOMENTUMY"  "MOMENTUMZ"  "ENERGY"  "TURB1"  "CL_TOT"  "CD_TOT"  "CM_TOT"

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "012"
DATASETAUXDATA SubmissionDate  = "2025-06-16"
DATASETAUXDATA Name            = "Steven Massey"
DATASETAUXDATA Email           = "Steven.J.Massey@nasa.gov"
DATASETAUXDATA Institution     = "NASA Langley Research Center - Aeroelasticity Branch"
DATASETAUXDATA SolverName      = "FUN3D 14.1"
DATASETAUXDATA BasicAlgorithm  = "RANS"
DATASETAUXDATA TurbulenceModel = "SA-NEG"
DATASETAUXDATA GridId          = "Committee-provided - Cadence_Unstructured_REV02"
DATASETAUXDATA Discretization  = "Stabilized Finite Element"
DATASETAUXDATA Order           = "2"
DATASETAUXDATA DistanceCalc    = "exhaustive search"
DATASETAUXDATA Notes           = ""


#-------------------------------------------------------------------------------
#  REQUIRED:  RESIDUAL DATA
#-------------------------------------------------------------------------------

ZONE T="012.02 - Alpha 1.50 - Grid Level 1"
AUXDATA Tstatic         = "271.00 K"
AUXDATA GridFileName    = "Cadence_Unstructured_REV02-level1.b8.ugrid"
1 1 167848 6.5444391270E+01 9.0147001510E+02 0.0000000000E+00 4.7791483440E+01 1.4884448830E+02 4.9316642000E+00 3.0347658830E-02 2.3929621200E-01 -1.7247867840E-02
2 1 167848 4.9615605910E+01 7.6678331350E+02 0.0000000000E+00 3.7823320090E+01 1.3747688500E+02 3.9658495740E+00 5.5115334160E-02 2.5129703850E-01 -3.1974893220E-02
3 1 167848 3.7850805610E+01 6.5498395120E+02 0.0000000000E+00 3.0309236560E+01 1.2836817500E+02 3.1927347960E+00 7.4874207120E-02 2.6222738610E-01 -4.3663364310E-02
4 1 167848 3.0268188270E+01 5.6778527530E+02 0.0000000000E+00 2.5217298020E+01 1.2074401690E+02 2.6274974060E+00 9.3621655320E-02 2.7286402310E-01 -5.4681651860E-02
5 1 167848 2.4861442150E+01 4.8395164400E+02 0.0000000000E+00 2.1114573770E+01 1.1254002460E+02 2.1177835280E+00 1.0323265150E-01 2.8350782880E-01 -6.0344110660E-02
6 1 167848 2.3527592660E+01 4.6929635610E+02 0.0000000000E+00 2.0504362100E+01 1.1011921210E+02 2.0130653070E+00 1.1446727170E-01 2.9608040020E-01 -6.6943426310E-02
7 1 167848 2.2011866040E+01 4.5170098690E+02 0.0000000000E+00 1.9829846710E+01 1.0720522190E+02 1.8921008440E+00 1.2700588570E-01 3.1027070950E-01 -7.4281920450E-02
8 1 167848 2.0391530410E+01 4.3124486070E+02 0.0000000000E+00 1.9113291410E+01 1.0380999030E+02 1.7646779240E+00 1.3653325180E-01 3.2115293490E-01 -7.9842420540E-02
9 1 167848 1.9259681080E+01 4.1511538770E+02 0.0000000000E+00 1.8606673740E+01 1.0111654320E+02 1.6725047740E+00 1.4605646410E-01 3.3211501420E-01 -8.5380719890E-02
10 1 167848 1.8201735230E+01 3.9803330750E+02 0.0000000000E+00 1.8095839390E+01 9.8251474680E+01 1.5814643870E+00 1.5458964150E-01 3.3320713590E-01 -9.0271545060E-02
11 1 167848 1.7569902920E+01 3.3642201620E+02 0.0000000000E+00 1.6396725170E+01 9.0370101200E+01 1.2951138110E+00 1.6113337120E-01 3.3125495950E-01 -9.3982651640E-02
12 1 167848 1.7497313560E+01 2.7442289670E+02 0.0000000000E+00 1.5035514600E+01 8.1230865700E+01 1.0271045020E+00 1.6460802420E-01 3.2518535900E-01 -9.5898029420E-02
13 1 167848 1.7393971170E+01 2.1461979240E+02 0.0000000000E+00 1.4018380520E+01 7.1022398390E+01 7.8153365470E-01 1.6425614160E-01 3.1440481960E-01 -9.5593190220E-02
14 1 167848 1.6871514440E+01 1.5978950690E+02 0.0000000000E+00 1.3321098950E+01 6.0396286100E+01 5.6288991380E-01 1.6011789270E-01 2.9932367900E-01 -9.3104367730E-02
15 1 167848 1.5903281110E+01 1.1248780440E+02 0.0000000000E+00 1.2888858590E+01 5.0540438510E+01 3.8403758240E-01 1.6205371970E-01 3.0200059410E-01 -9.4145092080E-02
16 1 167848 1.5515366620E+01 1.0094032280E+02 0.0000000000E+00 1.3206192400E+01 4.7807352010E+01 3.4276359800E-01 1.6095915310E-01 2.9954830410E-01 -9.3412785130E-02
17 1 167848 1.5207933820E+01 8.8376606410E+01 0.0000000000E+00 1.3721065190E+01 4.5242282360E+01 2.9867239330E-01 1.5643128770E-01 2.9046381520E-01 -9.0668539810E-02
18 1 167848 1.5052305590E+01 7.5159577820E+01 0.0000000000E+00 1.4546434470E+01 4.3147042630E+01 2.5300198230E-01 1.4920851930E-01 2.7470636140E-01 -8.6300060550E-02
19 1 167848 1.5169808570E+01 6.1830342230E+01 0.0000000000E+00 1.5737783120E+01 4.1948218190E+01 2.0757474500E-01 1.4145588040E-01 2.5414084690E-01 -8.1464851100E-02
20 1 167848 1.5614530340E+01 4.9067612240E+01 0.0000000000E+00 1.7134298620E+01 4.1834991170E+01 1.6472300380E-01 1.3550440270E-01 2.2264736840E-01 -7.7372787680E-02
21 1 167848 1.5670275780E+01 2.2958292130E+01 0.0000000000E+00 1.7308634290E+01 4.0524060430E+01 8.0488670200E-02 1.3586641100E-01 1.9875800080E-01 -7.6242591740E-02
